"question","expectedEntryId","expectedTitle","expectedIntent","answerLengthMode","source"
"朋友圈文案怎么写经销商话术","moments-copy-request","朋友圈文案怎么写","dealer","full","generated-standard-route-bank"
"朋友圈文案怎么写门店怎么说","moments-copy-request","朋友圈文案怎么写","dealer","full","generated-standard-route-bank"
"朋友圈文案怎么写朋友圈怎么发","moments-copy-request","朋友圈文案怎么写","dealer","full","generated-standard-route-bank"
"朋友圈文案怎么写短视频怎么讲","moments-copy-request","朋友圈文案怎么写","dealer","full","generated-standard-route-bank"
"朋友圈文案怎么写配什么图","moments-copy-request","朋友圈文案怎么写","dealer","full","generated-standard-route-bank"
"朋友圈文案怎么写给客户看什么资料","moments-copy-request","朋友圈文案怎么写","dealer","full","generated-standard-route-bank"
"朋友圈文案怎么写和普通材料有什么区别","moments-copy-request","朋友圈文案怎么写","dealer","full","generated-standard-route-bank"
"客户问朋友圈文案怎么写","moments-copy-request","朋友圈文案怎么写","dealer","full","generated-standard-route-bank"
"给客户介绍朋友圈文案怎么写","moments-copy-request","朋友圈文案怎么写","dealer","full","generated-standard-route-bank"
"帮我讲朋友圈文案怎么写","moments-copy-request","朋友圈文案怎么写","dealer","full","generated-standard-route-bank"
"朋友圈文案怎么写是不是宣传","moments-copy-request","朋友圈文案怎么写","dealer","full","generated-standard-route-bank"
"朋友圈文案怎么写有什么优势","moments-copy-request","朋友圈文案怎么写","dealer","full","generated-standard-route-bank"
"朋友圈文案怎么写注意边界","moments-copy-request","朋友圈文案怎么写","dealer","full","generated-standard-route-bank"
"稳定怎么讲","moments-copy-request","朋友圈文案怎么写","dealer","full","generated-standard-route-bank"
"客户问稳定怎么回答","moments-copy-request","朋友圈文案怎么写","dealer","full","generated-standard-route-bank"
"客户资料查看顺序怎么安排","resource-viewing-order","客户资料查看顺序怎么安排","dealer","full","generated-standard-route-bank"
"客户第一次了解先看哪个网页？后面再看什么？","resource-viewing-order","客户资料查看顺序怎么安排","dealer","full","generated-standard-route-bank"
"客户资料查看顺序怎么安排怎么讲","resource-viewing-order","客户资料查看顺序怎么安排","dealer","full","generated-standard-route-bank"
"客户资料查看顺序怎么安排怎么给客户讲","resource-viewing-order","客户资料查看顺序怎么安排","dealer","full","generated-standard-route-bank"
"客户资料查看顺序怎么安排完整讲一下","resource-viewing-order","客户资料查看顺序怎么安排","dealer","full","generated-standard-route-bank"
"客户资料查看顺序怎么安排详细讲一下","resource-viewing-order","客户资料查看顺序怎么安排","dealer","full","generated-standard-route-bank"
"客户资料查看顺序怎么安排标准文案","resource-viewing-order","客户资料查看顺序怎么安排","dealer","full","generated-standard-route-bank"
"客户资料查看顺序怎么安排标准答案","resource-viewing-order","客户资料查看顺序怎么安排","dealer","full","generated-standard-route-bank"
"客户资料查看顺序怎么安排客户问怎么回答","resource-viewing-order","客户资料查看顺序怎么安排","dealer","full","generated-standard-route-bank"
"客户资料查看顺序怎么安排经销商话术","resource-viewing-order","客户资料查看顺序怎么安排","dealer","full","generated-standard-route-bank"
"客户资料查看顺序怎么安排门店怎么说","resource-viewing-order","客户资料查看顺序怎么安排","dealer","full","generated-standard-route-bank"
"客户资料查看顺序怎么安排朋友圈怎么发","resource-viewing-order","客户资料查看顺序怎么安排","dealer","full","generated-standard-route-bank"
"客户资料查看顺序怎么安排短视频怎么讲","resource-viewing-order","客户资料查看顺序怎么安排","dealer","full","generated-standard-route-bank"
"客户资料查看顺序怎么安排配什么图","resource-viewing-order","客户资料查看顺序怎么安排","dealer","full","generated-standard-route-bank"
"客户资料查看顺序怎么安排给客户看什么资料","resource-viewing-order","客户资料查看顺序怎么安排","dealer","full","generated-standard-route-bank"
"客户资料查看顺序怎么安排和普通材料有什么区别","resource-viewing-order","客户资料查看顺序怎么安排","dealer","full","generated-standard-route-bank"
"客户问客户资料查看顺序怎么安排","resource-viewing-order","客户资料查看顺序怎么安排","dealer","full","generated-standard-route-bank"
"给客户介绍客户资料查看顺序怎么安排","resource-viewing-order","客户资料查看顺序怎么安排","dealer","full","generated-standard-route-bank"
"帮我讲客户资料查看顺序怎么安排","resource-viewing-order","客户资料查看顺序怎么安排","dealer","full","generated-standard-route-bank"
"客户资料查看顺序怎么安排是不是宣传","resource-viewing-order","客户资料查看顺序怎么安排","dealer","full","generated-standard-route-bank"
"客户资料查看顺序怎么安排有什么优势","resource-viewing-order","客户资料查看顺序怎么安排","dealer","full","generated-standard-route-bank"
"客户资料查看顺序怎么安排注意边界","resource-viewing-order","客户资料查看顺序怎么安排","dealer","full","generated-standard-route-bank"
"优优 AI 对经销商有什么用","ai-dealer-empowerment","优优 AI 对经销商有什么用","dealer","full","generated-standard-route-bank"
"AI 对经销商有什么用","ai-dealer-empowerment","优优 AI 对经销商有什么用","dealer","full","generated-standard-route-bank"
"优优 AI 能帮经销商做什么？AI 赋能怎么讲？","ai-dealer-empowerment","优优 AI 对经销商有什么用","dealer","full","generated-standard-route-bank"
"优优 AI 对经销商有什么用怎么讲","ai-dealer-empowerment","优优 AI 对经销商有什么用","dealer","full","generated-standard-route-bank"
"优优 AI 对经销商有什么用怎么给客户讲","ai-dealer-empowerment","优优 AI 对经销商有什么用","dealer","full","generated-standard-route-bank"
"优优 AI 对经销商有什么用完整讲一下","ai-dealer-empowerment","优优 AI 对经销商有什么用","dealer","full","generated-standard-route-bank"
"优优 AI 对经销商有什么用详细讲一下","ai-dealer-empowerment","优优 AI 对经销商有什么用","dealer","full","generated-standard-route-bank"
"优优 AI 对经销商有什么用标准文案","ai-dealer-empowerment","优优 AI 对经销商有什么用","dealer","full","generated-standard-route-bank"
"优优 AI 对经销商有什么用标准答案","ai-dealer-empowerment","优优 AI 对经销商有什么用","dealer","full","generated-standard-route-bank"
